StudentId,CourseId,Section no,seat no
1414,102,1,122
1414,76,2,161
1415,121,1,66
1415,107,1,69
1415,20,1,63
1415,91,1,63
1416,24,1,63
1416,114,1,72
1416,120,1,49
1417,85,2,63
1417,114,1,73
1417,116,1,68
1417,95,1,58
1418,70,2,125
1418,114,1,74
1418,119,1,61
1419,81,2,79
1419,96,2,156
1419,26,2,66
1419,56,1,72
1420,150,1,66
1420,23,2,122
1420,26,2,67
1421,102,2,65
1421,112,1,64
1421,76,2,162
1422,71,2,56
1422,75,1,80
1422,132,2,70
1423,6,1,55
1423,42,1,154
1423,41,2,59
1424,21,1,63
1424,116,1,69
1424,31,1,71
1425,132,2,71
1425,16,1,58
1425,15,2,70
1426,55,2,53
1426,81,2,80
1426,70,2,126
1427,41,1,63
1427,132,2,72
1427,82,1,51
1428,46,2,65
1428,144,1,57
1428,150,1,67
1428,72,1,66
1429,91,2,58
1429,85,2,64
1429,126,1,67
1430,18,2,58
1430,57,1,58
1430,53,1,70
1431,74,2,68
1431,59,1,74
1431,83,2,62
1431,56,1,73
1432,132,1,64
1432,80,1,72
1432,114,1,75
1433,94,1,70
1433,110,2,62
1433,83,1,60
1433,75,1,81
1434,26,2,68
1434,62,1,67
1434,16,1,59
1435,57,1,59
1435,32,2,54
1435,122,2,65
1436,83,2,63
1436,33,2,66
1436,129,2,76
1437,150,2,66
1437,17,1,63
1437,120,1,50
1438,102,1,123
1438,30,2,52
1438,1,1,171
1439,140,2,62
1439,5,2,125
1439,128,1,66
1440,105,1,63
1440,100,1,61
1440,56,2,63
1441,57,1,60
1441,132,2,73
1441,12,1,66
1441,107,1,70
1442,62,1,68
1442,47,2,68
1442,125,2,70
1443,42,1,155
1443,96,1,65
1443,149,2,65
1444,25,2,59
1444,21,1,64
1444,41,2,60
1445,24,2,69
1445,60,1,62
1445,149,2,66
1446,68,1,63
1446,38,2,59
1446,150,1,68
1447,5,2,126
1447,128,1,67
1447,72,1,67
1448,150,2,67
1448,62,2,64
1448,118,2,56
1448,49,2,167
1449,92,2,62
1449,78,2,178
1449,119,2,71
1450,73,1,164
1450,71,1,65
1450,65,2,71
1450,61,1,56
1451,69,1,58
1451,96,2,157
1451,62,2,65
1452,132,1,65
1452,77,1,76
1452,55,2,54
1453,127,2,56
1453,2,1,181
1453,141,2,48
1453,74,2,69
1454,22,1,61
1454,23,2,123
1454,147,2,174
1454,2,1,182
1455,17,1,64
1455,120,2,76
1455,49,1,154
1456,124,2,76
1456,118,2,57
1456,42,2,61
1457,83,1,61
1457,148,1,54
1457,16,1,60
1458,150,1,69
1458,87,2,70
1458,83,1,62
1459,101,2,69
1459,81,2,81
1459,72,1,68
1459,66,2,52
1460,15,2,71
1460,132,1,66
1460,23,1,175
1461,65,2,72
1461,30,1,57
1461,137,2,57
1462,48,1,58
1462,112,1,65
1462,105,1,64
1463,10,2,43
1463,141,1,52
1463,78,2,179
1463,64,2,55
1464,133,2,173
1464,87,2,71
1464,63,1,65
1465,124,2,77
1465,54,2,61
1465,82,1,52
1466,124,1,68
1466,50,1,155
1466,140,2,63
1467,50,1,156
1467,112,2,52
1467,24,1,64
1468,135,2,60
1468,123,2,62
1468,74,1,70
1469,76,2,163
1469,50,1,157
1469,38,2,60
1470,139,2,176
1470,38,2,61
1470,27,2,79
1471,29,1,54
1471,114,1,76
1471,54,2,62
1472,102,1,124
1472,59,1,75
1472,120,2,77
1473,9,1,64
1473,137,1,62
1473,94,1,71
1474,25,2,60
1474,72,1,69
1474,73,1,165
1475,139,2,177
1475,129,2,77
1475,149,2,67
1476,18,2,59
1476,24,2,70
1476,26,2,69
1477,77,1,77
1477,114,2,43
1477,33,2,67
1478,26,2,70
1478,43,2,87
1478,75,1,82
1479,137,1,63
1479,40,2,125
1479,24,2,71
1480,114,1,77
1480,51,2,54
1480,53,1,71
1481,41,2,61
1481,18,2,60
1481,38,2,62
1482,61,1,57
1482,2,1,183
1482,27,2,80
1483,6,1,56
1483,113,1,73
1483,122,2,66
1483,150,2,68
1484,91,1,64
1484,102,1,125
1484,128,1,68
1485,41,2,62
1485,43,2,88
1485,69,2,57
1485,3,2,66
1486,91,1,65
1486,25,2,61
1486,132,2,74
1487,124,1,69
1487,56,2,64
1487,107,1,71
1488,95,1,59
1488,36,2,120
1488,112,2,53
1489,48,1,59
1489,72,1,70
1489,75,2,56
1490,29,1,55
1490,51,2,55
1490,144,1,58
1491,53,1,72
1491,74,1,71
1491,11,1,59
1492,130,1,68
1492,64,2,56
1492,52,2,69
1493,112,2,54
1493,106,2,61
1493,117,2,80
1494,26,2,71
1494,43,1,67
1494,21,1,65
1495,46,2,66
1495,48,1,60
1495,21,1,66
1495,117,2,81
1496,121,1,67
1496,141,1,53
1496,76,2,164
1497,29,1,56
1497,18,2,61
1497,91,2,59
1497,106,2,62
1498,27,2,81
1498,66,2,53
1498,132,2,75
1499,149,2,68
1499,32,2,55
1499,122,2,67
1500,46,2,67
1500,117,2,82
1500,20,1,64
1501,22,1,62
1501,24,1,65
1501,101,2,70
1502,63,1,66
1502,132,2,76
1502,59,2,70
1503,16,1,61
1503,65,2,73
1503,103,1,80
1503,124,1,70
1504,24,2,72
1504,56,2,65
1504,136,2,63
1505,103,1,81
1505,47,2,69
1505,22,1,63
1506,97,1,51
1506,137,1,64
1506,114,1,78
1507,43,1,68
1507,119,2,72
1507,137,1,65
1508,87,2,72
1508,25,2,62
1508,150,2,69
1508,15,2,72
1509,23,2,124
1509,71,2,57
1509,28,2,57
1509,69,1,59
1510,26,2,72
1510,27,2,82
1510,60,1,63
1511,42,2,62
1511,88,1,51
1511,100,2,168
1512,144,1,59
1512,20,2,67
1512,18,2,62
1513,41,2,63
1513,137,1,66
1513,17,1,65
1514,19,1,119
1514,50,1,158
1514,39,2,71
1515,148,1,55
1515,15,2,73
1515,81,2,82
1515,75,1,83
1516,90,2,55
1516,100,1,62
1516,111,1,175
1517,120,1,51
1517,73,1,166
1517,6,2,170
1518,50,1,159
1518,18,2,63
1518,26,1,66
1519,56,1,74
1519,19,2,72
1519,46,2,68
1519,37,1,167
1520,125,2,71
1520,132,1,67
1520,64,2,57
1521,91,2,60
1521,139,2,178
1521,140,2,64
1522,4,1,51
1522,71,2,58
1522,147,2,175
1523,105,2,64
1523,15,2,74
1523,23,1,176
1524,102,2,66
1524,36,2,121
1524,60,1,64
1525,126,1,68
1525,112,1,66
1525,137,1,67
1525,97,1,52
1526,137,2,58
1526,105,1,65
1526,88,2,65
1527,103,1,82
1527,52,1,64
1527,13,2,65
1528,25,2,63
1528,122,2,68
1528,137,2,59
1528,33,2,68
1529,112,2,55
1529,61,1,58
1529,34,1,60
1529,26,1,67
1530,89,2,63
1530,20,2,68
1530,76,2,165
1531,32,1,59
1531,42,1,156
1531,1,1,172
1531,22,1,64
1532,54,2,63
1532,13,2,66
1532,47,2,70
1533,69,2,58
1533,102,1,126
1533,19,2,73
1534,71,1,66
1534,114,2,44
1534,120,1,52
1535,79,1,59
1535,133,2,174
1535,150,2,70
1535,42,1,157
1536,24,1,66
1536,113,1,74
1536,77,1,78
1537,144,1,60
1537,39,2,72
1537,31,1,72
1538,23,2,125
1538,127,2,57
1538,63,1,67
1539,25,2,64
1539,20,1,65
1539,56,2,66
1540,120,2,78
1540,17,1,66
1540,72,1,71
1541,92,2,63
1541,82,1,53
1541,64,2,58
1542,112,1,67
1542,64,2,59
1542,91,1,66
1543,9,1,65
1543,3,2,67
1543,134,2,71
1544,53,1,73
1544,94,1,72
1544,55,2,55
1545,17,1,67
1545,100,2,169
1545,83,2,64
1546,79,1,60
1546,150,2,71
1546,93,2,161
1547,33,2,69
1547,76,2,166
1547,127,2,58
1548,75,2,57
1548,88,1,52
1548,21,1,67
1549,102,1,127
1549,87,2,73
1549,62,1,69
1550,103,1,83
1550,139,2,179
1550,41,1,64
1551,101,2,71
1551,102,2,67
1551,28,2,58
1552,64,2,60
1552,40,2,126
1552,115,2,66
1553,118,1,172
1553,75,2,58
1553,81,2,83
1554,100,2,170
1554,30,1,58
1554,32,1,60
1555,150,2,72
1555,75,2,59
1555,118,2,58
1556,66,2,54
1556,19,1,120
1556,26,2,73
1557,132,2,77
1557,133,2,175
1557,69,2,59
1558,47,2,71
1558,32,2,56
1558,95,2,72
1559,121,1,68
1559,136,2,64
1559,67,1,67
1560,80,1,73
1560,124,1,71
1560,103,1,84
1560,72,1,72
1561,43,2,89
1561,57,1,61
1561,69,2,60
1562,78,2,180
1562,137,2,60
1562,70,2,127
1563,40,2,127
1563,59,2,71
1563,110,2,63
1564,18,2,64
1564,62,1,70
1564,22,1,65
1565,22,1,66
1565,63,1,68
1565,9,1,66
1566,20,1,66
1566,24,2,73
1566,10,2,44
1567,117,2,83
1567,125,2,72
1567,107,1,72
1568,62,1,71
1568,13,2,67
1568,121,1,69
1569,48,1,61
1569,124,1,72
1569,99,2,62
1570,34,1,61
1570,132,1,68
1570,56,1,75
1571,124,2,78
1571,78,2,181
1571,65,2,74
1572,126,1,69
1572,101,2,72
1572,43,2,90
1573,105,2,65
1573,112,1,68
1573,52,1,65
1574,49,1,155
1574,16,2,59
1574,42,1,158
1575,126,1,70
1575,150,2,73
1575,3,1,54
1575,137,2,61
1576,88,1,53
1576,119,2,73
1576,136,2,65
1576,121,1,70
1577,134,2,72
1577,6,2,171
1577,96,1,66
1577,83,1,63
1578,38,1,71
1578,36,2,122
1578,78,1,51
1579,56,1,76
1579,53,1,74
1579,45,1,165
1580,66,2,55
1580,6,2,172
1580,59,1,76
1580,99,2,63
1581,93,2,162
1581,41,2,64
1581,10,2,45
1582,144,1,61
1582,47,2,72
1582,74,2,70
1583,62,1,72
1583,4,1,52
1583,103,1,85
1583,23,2,126
1584,34,1,62
1584,149,2,69
1584,45,1,166
1585,63,1,69
1585,130,1,69
1585,112,2,56
1585,135,1,77
1586,92,2,64
1586,57,1,62
1586,74,1,72
1587,41,2,65
1587,78,2,182
1587,50,1,160
1588,96,2,158
1588,95,2,73
1588,37,1,168
1589,75,2,60
1589,52,1,66
1589,129,2,78
1590,87,2,74
1590,74,1,73
1590,4,1,53
1591,3,2,68
1591,26,1,68
1591,141,1,54
1592,83,1,64
1592,42,2,63
1592,25,2,65
1593,12,1,67
1593,105,1,66
1593,53,1,75
1594,88,2,66
1594,41,1,65
1594,82,1,54
1594,92,2,65
1595,19,2,74
1595,40,2,128
1595,9,2,50
1595,85,2,65
1596,121,1,71
1596,80,1,74
1596,126,1,71
1597,107,1,73
1597,109,2,62
1597,26,1,69
1598,5,2,127
1598,64,2,61
1598,102,1,128
1599,24,2,74
1599,118,1,173
1599,114,2,45
1600,115,2,67
1600,37,1,169
1600,79,1,61
1601,22,1,67
1601,150,2,74
1601,147,2,176
1602,33,2,70
1602,20,1,67
1602,3,1,55
1603,121,2,53
1603,23,2,127
1603,78,2,183
1604,111,1,176
1604,25,2,66
1604,115,2,68
1605,117,2,84
1605,64,2,62
1605,39,2,73
1606,137,1,68
1606,41,1,66
1606,113,1,75
1607,52,1,67
1607,147,2,177
1607,136,2,66
1607,63,1,70
1608,19,1,121
1608,68,1,64
1608,74,2,71
1609,95,1,60
1609,28,2,59
1609,17,1,68
1610,135,2,61
1610,124,2,79
1610,74,2,72
1611,101,1,53
1611,112,1,69
1611,130,2,67
1611,107,1,74
1612,73,1,167
1612,42,2,64
1612,43,2,91
1613,38,1,72
1613,73,1,168
1613,23,2,128
1614,10,2,46
1614,118,2,59
1614,77,1,79
1615,97,2,59
1615,96,1,67
1615,119,1,62
1616,80,1,75
1616,95,1,61
1616,114,1,79
1616,24,2,75
1617,43,1,69
1617,111,1,177
1617,78,1,52
1617,102,1,129
1618,137,2,62
1618,135,2,62
1618,148,1,56
1619,43,1,70
1619,49,1,156
1619,144,1,62
1619,103,1,86
1620,26,1,70
1620,41,1,67
1620,74,2,73
1621,89,2,64
1621,20,2,69
1621,133,2,176
1622,5,2,128
1622,13,2,68
1622,43,1,71
1623,141,2,49
1623,75,2,61
1623,59,1,77
1624,11,1,60
1624,136,2,67
1624,96,1,68
1625,81,2,84
1625,60,1,65
1625,62,2,66
1625,149,2,70
1626,18,2,65
1626,73,1,169
1626,99,2,64
1626,75,1,84
1627,95,2,74
1627,93,2,163
1627,91,1,67
1628,83,1,65
1628,24,1,67
1628,46,2,69
1628,63,1,71
1629,64,2,63
1629,66,2,56
1629,30,2,53
1630,71,2,59
1630,11,1,61
1630,2,1,184
1631,124,2,80
1631,102,2,68
1631,82,2,60
1632,3,1,56
1632,135,2,63
1632,41,1,68
1633,128,1,69
1633,63,1,72
1633,67,1,68
1634,126,1,72
1634,38,1,73
1634,65,2,75
1635,141,1,55
1635,49,2,168
1635,37,1,170
1636,16,2,60
1636,2,1,185
1636,68,1,65
1637,124,1,73
1637,38,1,74
1637,23,2,129
1638,54,2,64
1638,21,1,68
1638,113,1,76
1639,97,1,53
1639,38,1,75
1639,119,2,74
1640,123,2,63
1640,71,1,67
1640,149,2,71
1641,114,2,46
1641,48,1,62
1641,4,1,54
1642,139,2,180
1642,21,1,69
1642,91,1,68
1643,99,2,65
1643,12,2,156
1643,101,1,54
1644,29,1,57
1644,55,2,56
1644,78,1,53
1645,83,1,66
1645,80,1,76
1645,86,1,69
1646,103,1,87
1646,52,2,70
1646,121,1,72
1647,102,1,130
1647,121,1,73
1647,147,2,178
1648,89,2,65
1648,95,1,62
1648,32,2,57
1649,49,1,157
1649,95,2,75
1649,113,1,77
1650,21,1,70
1650,130,2,68
1650,42,1,159
1651,87,2,75
1651,130,2,69
1651,47,2,73
1651,112,1,70
1652,12,2,157
1652,59,2,72
1652,121,2,54
1653,41,2,66
1653,100,2,171
1653,150,2,75
1654,12,2,158
1654,135,2,64
1654,101,2,73
1655,69,2,61
1655,117,2,85
1655,134,2,73
1655,135,1,78
1656,51,2,56
1656,31,1,73
1656,127,2,59
1657,101,1,55
1657,81,2,85
1657,135,2,65
1658,23,1,177
1658,10,2,47
1658,47,2,74
1659,149,2,72
1659,16,1,62
1659,9,2,51
1660,88,1,54
1660,137,1,69
1660,82,2,61
1661,140,2,65
1661,116,1,70
1661,92,1,47
1661,66,2,57
1662,112,2,57
1662,63,1,73
1662,92,1,48
1662,31,1,74
1663,101,1,56
1663,144,1,63
1663,47,2,75
1664,135,2,66
1664,32,1,61
1664,114,1,80
1665,124,2,81
1665,105,1,67
1665,74,2,74
1666,16,1,63
1666,9,1,67
1666,85,2,66
1667,118,2,60
1667,96,2,159
1667,23,1,178
1667,52,1,68
1668,36,2,123
1668,5,2,129
1668,128,1,70
1668,129,2,79
1669,148,1,57
1669,40,2,129
1669,136,2,68
1670,90,2,56
1670,133,2,177
1670,41,2,67
1671,131,1,153
1671,16,1,64
1671,65,2,76
1672,59,1,78
1672,97,1,54
1672,144,1,64
1673,80,1,77
1673,36,2,124
1673,146,1,72
1674,32,2,58
1674,113,1,78
1674,149,2,73
1675,94,1,73
1675,11,1,62
1675,114,1,81
1675,81,2,86
1676,140,2,66
1676,111,1,178
1676,26,2,74
1677,106,2,63
1677,78,2,184
1677,28,2,60
1678,150,1,70
1678,101,2,74
1678,71,1,68
1679,82,2,62
1679,66,2,58
1679,38,2,63
1680,93,2,164
1680,135,2,67
1680,115,2,69
1680,113,1,79
1681,128,1,71
1681,10,2,48
1681,53,1,76
1681,19,2,75
1682,134,2,74
1682,20,1,68
1682,90,2,57
1683,90,2,58
1683,57,1,63
1683,56,1,77
1684,10,2,49
1684,5,2,130
1684,113,1,80
1684,20,2,70
1685,124,2,82
1685,129,2,80
1685,36,2,125
1686,88,1,55
1686,100,2,172
1686,36,2,126
1687,73,1,170
1687,60,1,66
1687,59,1,79
1688,126,1,73
1688,75,1,85
1688,22,1,68
1689,76,2,167
1689,74,2,75
1689,150,2,76
1690,9,1,68
1690,96,2,160
1690,85,2,67
1691,27,2,83
1691,133,2,178
1691,75,2,62
1691,78,1,54
1692,100,2,173
1692,147,2,179
1692,32,1,62
1692,43,2,92
1693,99,2,66
1693,76,2,168
1693,19,1,122
1694,150,1,71
1694,47,2,76
1694,74,2,76
1695,12,2,159
1695,120,2,79
1695,23,1,179
1696,54,2,65
1696,135,1,79
1696,42,1,160
1696,86,1,70
1697,91,1,69
1697,148,1,58
1697,9,1,69
1698,24,1,68
1698,16,2,61
1698,47,2,77
1699,95,2,76
1699,135,1,80
1699,62,1,73
1700,52,1,69
1700,74,1,74
1700,17,1,69
1700,82,1,55
1701,100,1,63
1701,3,1,57
1701,85,2,68
1702,52,1,70
1702,16,2,62
1702,26,1,71
1703,19,1,123
1703,17,1,70
1703,79,1,62
1703,135,1,81
1704,126,1,74
1704,140,2,67
1704,69,1,60
1705,65,2,77
1705,84,2,63
1705,27,2,84
1706,121,2,55
1706,47,2,78
1706,9,1,70
1707,137,2,63
1707,3,1,58
1707,100,1,64
1708,10,2,50
1708,130,2,70
1708,12,1,68
1708,141,1,56
1709,134,2,75
1709,107,1,75
1709,73,1,171
1710,24,2,76
1710,127,2,60
1710,78,2,185
1711,87,2,76
1711,101,2,75
1711,96,1,69
1711,67,1,69
1712,130,1,70
1712,28,2,61
1712,90,2,59
1713,120,2,80
1713,15,2,75
1713,150,1,72
1714,94,1,74
1714,102,1,131
1714,32,2,59
1715,103,1,88
1715,74,1,75
1715,118,1,174
1716,64,2,64
1716,89,2,66
1716,16,1,65
1716,90,2,60
1717,2,1,186
1717,23,2,130
1717,103,1,89
1718,76,2,169
1718,10,2,51
1718,43,1,72
1719,43,2,93
1719,69,2,62
1719,19,1,124
1720,89,2,67
1720,96,1,70
1720,118,2,61
1721,29,1,58
1721,134,2,76
1721,123,2,64
1722,150,2,77
1722,137,1,70
1722,102,2,69
1723,39,2,74
1723,42,2,65
1723,141,2,50
1724,40,2,130
1724,66,2,59
1724,20,2,71
1725,11,1,63
1725,53,1,77
1725,106,2,64
1726,114,1,82
1726,31,1,75
1726,67,1,70
1727,135,1,82
1727,123,2,65
1727,93,2,165
1727,121,1,74
1728,88,2,67
1728,42,2,66
1728,89,2,68
1729,74,1,76
1729,68,1,66
1729,144,1,65
1730,78,2,186
1730,125,2,73
1730,28,2,62
1731,127,2,61
1731,24,2,77
1731,43,2,94
1732,119,2,75
1732,130,1,71
1732,92,1,49
1733,67,1,71
1733,74,1,77
1733,3,2,69
1733,127,2,62
1734,118,2,62
1734,4,1,55
1734,59,1,80
1735,21,1,71
1735,92,1,50
1735,150,2,78
1736,54,2,66
1736,93,2,166
1736,132,2,78
1737,21,1,72
1737,139,2,181
1737,102,2,70
1738,114,1,83
1738,139,2,182
1738,26,2,75
1738,141,2,51
1739,45,1,167
1739,16,2,63
1739,103,1,90
1740,50,1,161
1740,131,1,154
1740,55,2,57
1740,149,2,74
1741,67,1,72
1741,121,2,56
1741,137,1,71
1742,118,1,175
1742,64,2,65
1742,32,1,63
1743,121,1,75
1743,12,1,69
1743,92,2,66
1744,122,2,69
1744,103,1,91
1744,5,2,131
1745,42,2,67
1745,101,1,57
1745,43,2,95
1746,119,2,76
1746,150,1,73
1746,75,2,63
1746,43,1,73
1747,36,2,127
1747,102,1,132
1747,62,1,74
1748,19,2,76
1748,15,2,76
1748,130,1,72
1749,117,2,86
1749,118,1,176
1749,67,1,73
1750,82,1,56
1750,16,1,66
1750,140,2,68
1751,111,1,179
1751,38,1,76
1751,136,2,69
1752,16,1,67
1752,51,2,57
1752,15,2,77
1753,92,1,51
1753,23,1,180
1753,78,1,55
1754,123,2,66
1754,72,1,73
1754,136,2,70
1755,26,1,72
1755,100,2,174
1755,136,2,71
1756,121,2,57
1756,42,2,68
1756,5,2,132
1756,82,2,63
1757,50,1,162
1757,130,2,71
1757,96,1,71
1758,95,1,63
1758,116,1,71
1758,81,2,87
1759,69,2,63
1759,65,2,78
1759,18,2,66
1760,3,2,70
1760,135,2,68
1760,2,1,187
1761,31,1,76
1761,37,1,171
1761,27,2,85
1762,130,1,73
1762,58,1,156
1762,51,2,58
1763,71,2,60
1763,28,2,63
1763,56,1,78
1764,77,1,80
1764,75,2,64
1764,137,2,64
1765,78,1,56
1765,137,2,65
1765,59,2,73
1765,31,1,77
1766,137,2,66
1766,21,1,73
1766,38,2,64
1767,34,1,63
1767,88,1,56
1767,130,2,72
1768,91,1,70
1768,102,2,71
1768,54,2,67
1769,12,2,160
1769,141,1,57
1769,130,2,73
1770,141,2,52
1770,88,2,68
1770,101,1,58
1771,136,2,72
1771,110,2,64
1771,34,1,64
1772,84,2,64
1772,41,2,68
1772,3,1,59
1773,71,2,61
1773,78,1,57
1773,19,2,77
1774,24,1,69
1774,34,1,65
1774,60,1,67
1775,119,2,77
1775,97,2,60
1775,5,2,133
1776,101,1,59
1776,47,2,79
1776,32,1,64
1777,134,2,77
1777,125,2,74
1777,32,2,60
1777,26,1,73
1778,124,1,74
1778,80,1,78
1778,99,2,67
1779,38,1,77
1779,59,2,74
1779,6,2,173
1780,124,1,75
1780,36,2,128
1780,4,1,56
1781,38,2,65
1781,115,2,70
1781,59,2,75
1781,56,1,79
1782,105,2,66
1782,38,2,66
1782,42,2,69
1782,139,2,183
1783,75,2,65
1783,132,2,79
1783,68,1,67
1784,73,1,172
1784,118,2,63
1784,71,2,62
1785,105,1,68
1785,146,1,73
1785,86,1,71
1786,11,1,64
1786,43,2,96
1786,120,1,53
1787,103,1,92
1787,105,2,67
1787,43,2,97
1788,147,2,180
1788,75,1,86
1788,119,2,78
1789,19,1,125
1789,59,2,76
1789,41,1,69
1790,77,1,81
1790,65,2,79
1790,62,2,67
1791,147,2,181
1791,33,2,71
1791,96,1,72
1791,40,2,131
1792,149,2,75
1792,120,1,54
1792,30,1,59
1792,99,2,68
1793,113,1,81
1793,103,1,93
1793,119,1,63
1793,95,1,64
1794,95,1,65
1794,127,2,63
1794,6,1,57
1795,91,2,61
1795,71,2,63
1795,135,1,83
1795,40,2,132
1796,119,2,79
1796,135,2,69
1796,129,2,81
1797,19,1,126
1797,22,1,69
1797,49,2,169
1798,135,2,70
1798,121,2,58
1798,150,1,74
1798,15,2,78
1799,22,1,70
1799,12,1,70
1799,30,2,54
1800,20,2,72
1800,137,2,67
1800,140,2,69
1801,73,1,173
1801,16,2,64
1801,55,2,58
1802,75,2,66
1802,111,1,180
1802,113,1,82
1803,62,1,75
1803,74,2,77
1803,69,1,61
1803,111,1,181
1804,1,1,173
1804,53,1,78
1804,76,2,170
1805,144,1,66
1805,50,1,163
1805,76,2,171
1806,34,1,66
1806,80,1,79
1806,99,2,69
1807,124,1,76
1807,75,2,67
1807,15,2,79
1808,123,2,67
1808,83,1,67
1808,63,1,74
1808,16,1,68
1809,82,1,57
1809,20,2,73
1809,18,2,67
1810,57,1,64
1810,41,1,70
1810,5,2,134
1811,19,1,127
1811,89,2,69
1811,97,2,61
1811,133,2,179
1812,115,2,71
1812,132,1,69
1812,40,2,133
1813,46,2,70
1813,118,1,177
1813,123,2,68
1814,147,2,182
1814,24,2,78
1814,61,1,59
1814,100,1,65
1815,64,2,66
1815,49,1,158
1815,147,2,183
1816,62,2,68
1816,125,2,75
1816,42,2,70
1816,110,2,65
1817,129,2,82
1817,105,2,68
1817,128,1,72
1818,81,2,88
1818,74,1,78
1818,6,1,58
1819,43,1,74
1819,131,1,155
1819,46,2,71
1820,96,2,161
1820,79,1,63
1820,68,1,68
1821,43,1,75
1821,101,1,60
1821,48,1,63
1821,40,2,134
1822,125,2,76
1822,99,2,70
1822,9,2,52
1823,85,2,69
1823,94,1,75
1823,37,1,172
1824,65,2,80
1824,22,1,71
1824,130,1,74
1825,89,2,70
1825,126,1,75
1825,101,2,76
1826,17,1,71
1826,150,1,75
1826,121,2,59
1827,90,2,61
1827,11,1,65
1827,66,2,60
1828,18,2,68
1828,59,2,77
1828,34,1,67
1828,75,1,87
1829,63,1,75
1829,110,2,66
1829,149,2,76
1830,100,1,66
1830,58,1,157
1830,72,1,74
1831,122,2,70
1831,67,1,74
1831,135,1,84
1832,137,1,72
1832,23,2,131
1832,110,2,67
1833,132,1,70
1833,64,2,67
1833,131,1,156
1834,114,1,84
1834,117,2,87
1834,17,1,72
1835,45,1,168
1835,20,1,69
1835,28,2,64
1836,150,2,79
1836,82,1,58
1836,59,1,81
1837,95,2,77
1837,20,2,74
1837,4,1,57
1838,17,1,73
1838,123,2,69
1838,70,2,128
1839,49,1,159
1839,135,2,71
1839,42,2,71
1840,22,1,72
1840,128,1,73
1840,130,2,74
1840,75,2,68
1841,130,2,75
1841,30,1,60
1841,99,2,71
1841,116,1,72
1842,81,2,89
1842,24,1,70
1842,46,2,72
1843,31,1,78
1843,69,2,64
1843,38,1,78
1844,38,1,79
1844,132,2,80
1844,148,1,59
1845,20,2,75
1845,99,2,72
1845,11,1,66
1845,133,2,180
1846,10,2,52
1846,66,2,61
1846,33,2,72
1847,62,2,69
1847,11,1,67
1847,125,2,77
1848,137,1,73
1848,93,2,167
1848,92,1,52
1849,146,1,74
1849,2,1,188
1849,38,2,67
1850,52,2,71
1850,94,1,76
1850,29,1,59
1850,49,2,170
1851,106,2,65
1851,28,2,65
1851,12,1,71
1852,31,1,79
1852,20,2,76
1852,38,2,68
1853,83,1,68
1853,51,2,59
1853,36,2,129
1853,19,2,78
1854,123,2,70
1854,50,1,164
1854,31,1,80
1855,23,1,181
1855,150,1,76
1855,118,1,178
1856,31,1,81
1856,37,1,173
1856,135,2,72
1857,18,2,69
1857,137,1,74
1857,139,2,184
1858,107,1,76
1858,11,1,68
1858,31,1,82
1858,47,2,80
1859,78,2,187
1859,127,2,64
1859,2,1,189
1860,96,1,73
1860,16,2,65
1860,23,1,182
1861,89,2,71
1861,48,1,64
1861,100,2,175
1862,13,2,69
1862,74,1,79
1862,6,2,174
1863,65,2,81
1863,93,2,168
1863,38,1,80
1863,101,1,61
1864,131,1,157
1864,91,2,62
1864,101,1,62
1864,83,1,69
1865,126,1,76
1865,69,1,62
1865,80,1,80
1866,49,1,160
1866,133,2,181
1866,42,1,161
1866,82,2,64
1867,78,1,58
1867,20,2,77
1867,30,2,55
1868,24,1,71
1868,78,2,188
1868,74,1,80
1869,83,2,65
1869,114,1,85
1869,136,2,73
1869,91,1,71
1870,150,2,80
1870,118,1,179
1870,38,2,69
1871,43,1,76
1871,64,2,68
1871,55,2,59
1872,16,2,66
1872,15,2,80
1872,149,2,77
1873,94,1,77
1873,38,2,70
1873,43,2,98
1874,30,2,56
1874,136,2,74
1874,141,2,53
1875,122,2,71
1875,33,2,73
1875,74,1,81
1876,21,1,74
1876,6,1,59
1876,124,1,77
1877,42,2,72
1877,41,1,71
1877,65,2,82
1878,69,1,63
1878,79,1,64
1878,26,1,74
1879,128,1,74
1879,40,2,135
1879,53,1,79
1880,40,2,136
1880,49,2,171
1880,5,2,135
1881,112,1,71
1881,49,1,161
1881,3,2,71
1882,146,1,75
1882,57,1,65
1882,22,1,73
1883,106,2,66
1883,18,2,70
1883,124,2,83
1884,75,1,88
1884,55,2,60
1884,40,2,137
1884,109,2,63
1885,97,2,62
1885,13,2,70
1885,18,2,71
1886,122,2,72
1886,69,1,64
1886,80,1,81
1886,41,2,69
1887,92,2,67
1887,100,2,176
1887,129,2,83
1888,33,2,74
1888,10,2,53
1888,53,1,80
1889,60,1,68
1889,55,2,61
1889,81,2,90
1889,147,2,184
1890,78,1,59
1890,82,2,65
1890,24,1,72
1891,42,2,73
1891,9,1,71
1891,141,1,58
1892,21,1,75
1892,116,1,73
1892,25,2,67
1893,118,1,180
1893,133,2,182
1893,23,2,132
1894,100,1,67
1894,112,2,58
1894,19,1,128
1895,36,2,130
1895,99,2,73
1895,121,1,76
1896,107,1,77
1896,6,2,175
1896,121,1,77
1897,101,1,63
1897,126,1,77
1897,66,2,62
1898,147,2,185
1898,15,2,81
1898,95,1,66
1899,72,1,75
1899,48,1,65
